Pid      Process              Base       InLoad InInit InMem MappedPath
    1416 explorer.exe         0x6f880000 True   True   True  \WINDOWS\AppPatch\AcGenral.dll
    1416 explorer.exe         0x71ab0000 True   True   True  \WINDOWS\system32\ws2_32.dll
    1416 explorer.exe         0x736d0000 True   True   True  \WINDOWS\system32\dot3dlg.dll
    1416 explorer.exe         0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
    1416 explorer.exe         0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
    1416 explorer.exe         0x78520000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.21022.8_x-ww_d08d0375\msvcr90.dll
    1416 explorer.exe         0x76d60000 True   True   True  \WINDOWS\system32\iphlpapi.dll
    1416 explorer.exe         0x76980000 True   True   True  \WINDOWS\system32\linkinfo.dll
    1416 explorer.exe         0x3e1c0000 True   True   True  \WINDOWS\system32\ieframe.dll
    1416 explorer.exe         0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
    1416 explorer.exe         0x76b20000 True   True   True  \WINDOWS\system32\atl.dll
    1416 explorer.exe         0x77920000 True   True   True  \WINDOWS\system32\setupapi.dll
    1416 explorer.exe         0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
    1416 explorer.exe         0x76c30000 True   True   True  \WINDOWS\system32\wintrust.dll
    1416 explorer.exe         0x71600000 True   True   True  \WINDOWS\system32\browselc.dll
    1416 explorer.exe         0x00e60000 False  False  False \WINDOWS\system32\en-US\urlmon.dll.mui
    1416 explorer.exe         0x5e470000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\shlxthdl\stlport_vc7145.dll
    1416 explorer.exe         0x77a80000 True   True   True  \WINDOWS\system32\crypt32.dll
    1416 explorer.exe         0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
    1416 explorer.exe         0x71c10000 True   True   True  \WINDOWS\system32\ntlanman.dll
    1416 explorer.exe         0x71b00000 True   True   True  \WINDOWS\system32\mprui.dll
    1020 avgcsrvx.exe         0x00400000 True   False  True  \Program Files\AVG\AVG9\avgcsrvx.exe
    1020 avgcsrvx.exe         0x6ab10000 True   True   True  \Program Files\AVG\AVG9\avgcorex.dll
    1020 avgcsrvx.exe         0x78130000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.VC80.CRT_1fc8b3b9a1e18e3b_8.0.50727.4053_x-ww_e6967989\msvcr80.dll
    1020 avgcsrvx.exe         0x6b1f0000 True   True   True  \Program Files\AVG\AVG9\avgcrlpx.dll
    1020 avgcsrvx.exe         0x6e780000 True   True   True  \Program Files\AVG\AVG9\avgcertx.dll
    1020 avgcsrvx.exe         0x6e700000 True   True   True  \Program Files\AVG\AVG9\avgchclx.dll
    1020 avgcsrvx.exe         0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
    1020 avgcsrvx.exe         0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
    1020 avgcsrvx.exe         0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
    1020 avgcsrvx.exe         0x6bc50000 True   True   True  \Program Files\AVG\AVG9\avglogx.dll
    1648 hkcmd.exe            0x00400000 True   False  True  \WINDOWS\system32\hkcmd.exe
    1648 hkcmd.exe            0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
    1648 hkcmd.exe            0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
    1648 hkcmd.exe            0x76f60000 True   True   True  \WINDOWS\system32\wldap32.dll
    1648 hkcmd.exe            0x77c00000 True   True   True  \WINDOWS\system32\version.dll
    1648 hkcmd.exe            0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
    1648 hkcmd.exe            0x10000000 True   True   True  \WINDOWS\system32\hccutils.dll
    1648 hkcmd.exe            0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
    1648 hkcmd.exe            0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
    1648 hkcmd.exe            0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
    1648 hkcmd.exe            0x74720000 True   True   True  \WINDOWS\system32\MSCTF.dll
    1648 hkcmd.exe            0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
    1648 hkcmd.exe            0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
    1648 hkcmd.exe            0x77690000 True   True   True  \WINDOWS\system32\ntmarta.dll
    1648 hkcmd.exe            0x77120000 True   True   True  \WINDOWS\system32\oleaut32.dll
    1648 hkcmd.exe            0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
    1648 hkcmd.exe            0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
    1648 hkcmd.exe            0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
    1648 hkcmd.exe            0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
    1648 hkcmd.exe            0x00920000 True   True   True  \WINDOWS\system32\igfxdev.dll
    1648 hkcmd.exe            0x755c0000 True   True   True  \WINDOWS\system32\MSCTFIME.IME
    1648 hkcmd.exe            0x76fd0000 True   True   True  \WINDOWS\system32\clbcatq.dll
    1648 hkcmd.exe            0x009e0000 True   True   True  \WINDOWS\system32\igfxsrvc.dll
    1648 hkcmd.exe            0x71bf0000 True   True   True  \WINDOWS\system32\samlib.dll
    1648 hkcmd.exe            0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
    1648 hkcmd.exe            0x76390000 True   True   True  \WINDOWS\system32\imm32.dll
    1648 hkcmd.exe            0x77050000 True   True   True  \WINDOWS\system32\comres.dll
    1648 hkcmd.exe            0x00a60000 True   True   True  \WINDOWS\system32\igfxres.dll
    1648 hkcmd.exe            0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
    1648 hkcmd.exe            0x00aa0000 True   True   True  \WINDOWS\system32\igfxhk.dll
    1164 jusched.exe          0x00400000 True   False  True  \Program Files\Java\jre6\bin\jusched.exe
    1164 jusched.exe          0x00340000 True   True   True  \WINDOWS\system32\normaliz.dll
    1164 jusched.exe          0x78130000 True   True   True  \WINDOWS\system32\urlmon.dll
    1164 jusched.exe          0x76b40000 True   True   True  \WINDOWS\system32\winmm.dll
    1164 jusched.exe          0x3d930000 True   True   True  \WINDOWS\system32\wininet.dll
    1164 jusched.exe          0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
    1164 jusched.exe          0x77c00000 True   True   True  \WINDOWS\system32\version.dll
    1164 jusched.exe          0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
    1164 jusched.exe          0x77b40000 True   True   True  \WINDOWS\system32\apphelp.dll
    1164 jusched.exe          0x76fc0000 True   True   True  \WINDOWS\system32\rasadhlp.dll
    1164 jusched.exe          0x71ab0000 True   True   True  \WINDOWS\system32\ws2_32.dll
    1164 jusched.exe          0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
    1164 jusched.exe          0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
    1164 jusched.exe          0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
    1164 jusched.exe          0x76f20000 True   True   True  \WINDOWS\system32\dnsapi.dll
    1164 jusched.exe          0x76ee0000 True   True   True  \WINDOWS\system32\rasapi32.dll
    1164 jusched.exe          0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
    1164 jusched.exe          0x71a50000 True   True   True  \WINDOWS\system32\mswsock.dll
    1164 jusched.exe          0x5b860000 True   True   True  \WINDOWS\system32\netapi32.dll
    1164 jusched.exe          0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
    1164 jusched.exe          0x71a90000 True   True   True  \WINDOWS\system32\wshtcpip.dll
    1164 jusched.exe          0x722b0000 True   True   True  \WINDOWS\system32\sensapi.dll
    1164 jusched.exe          0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
    1164 jusched.exe          0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
    1164 jusched.exe          0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
    1164 jusched.exe          0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
    1164 jusched.exe          0x77120000 True   True   True  \WINDOWS\system32\oleaut32.dll
    1164 jusched.exe          0x76d60000 True   True   True  \WINDOWS\system32\iphlpapi.dll
    1164 jusched.exe          0x76390000 True   True   True  \WINDOWS\system32\imm32.dll
    1164 jusched.exe          0x769c0000 True   True   True  \WINDOWS\system32\userenv.dll
    1164 jusched.exe          0x3dfd0000 True   True   True  \WINDOWS\system32\iertutil.dll
    1164 jusched.exe          0x662b0000 True   True   True  \WINDOWS\system32\hnetcfg.dll
    1164 jusched.exe          0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
    1164 jusched.exe          0x76e90000 True   True   True  \WINDOWS\system32\rasman.dll
    1164 jusched.exe          0x76790000 True   True   True  \WINDOWS\system32\cryptdll.dll
    1164 jusched.exe          0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
    1164 jusched.exe          0x76eb0000 True   True   True  \WINDOWS\system32\tapi32.dll
    1164 jusched.exe          0x77c70000 True   True   True  \WINDOWS\system32\msv1_0.dll
    1164 jusched.exe          0x76e80000 True   True   True  \WINDOWS\system32\rtutils.dll
    1164 jusched.exe          0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
    1164 jusched.exe          0x71aa0000 True   True   True  \WINDOWS\system32\ws2help.dll
    1276 BrStsWnd.exe         0x00400000 True   False  True  \Program Files\Brownie\BrStsWnd.exe
    1276 BrStsWnd.exe         0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
    1276 BrStsWnd.exe         0x76b40000 True   True   True  \WINDOWS\system32\winmm.dll
    1276 BrStsWnd.exe         0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
    1276 BrStsWnd.exe         0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
    1276 BrStsWnd.exe         0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
    1276 BrStsWnd.exe         0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
    1276 BrStsWnd.exe         0x73000000 True   True   True  \WINDOWS\system32\winspool.drv
    1276 BrStsWnd.exe         0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
    1276 BrStsWnd.exe         0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
    1276 BrStsWnd.exe         0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
    1276 BrStsWnd.exe         0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
    1276 BrStsWnd.exe         0x77120000 True   True   True  \WINDOWS\system32\oleaut32.dll
    1276 BrStsWnd.exe         0x74720000 True   True   True  \WINDOWS\system32\MSCTF.dll
    1276 BrStsWnd.exe         0x76390000 True   True   True  \WINDOWS\system32\imm32.dll
    1276 BrStsWnd.exe         0x763b0000 True   True   True  \WINDOWS\system32\comdlg32.dll
    1276 BrStsWnd.exe         0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
    1276 BrStsWnd.exe         0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
    1276 BrStsWnd.exe         0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
    1276 BrStsWnd.exe         0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
    1276 BrStsWnd.exe         0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
    1276 BrStsWnd.exe         0x7e4b0000 True   True   True  \WINDOWS\system32\hhctrl.ocx
    1276 BrStsWnd.exe         0x755c0000 True   True   True  \WINDOWS\system32\MSCTFIME.IME
     120 avgtray.exe          0x00400000 True   False  True  \Program Files\AVG\AVG9\avgtray.exe
     120 avgtray.exe          0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
     120 avgtray.exe          0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
     120 avgtray.exe          0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
    1664 ctfmon.exe           0x00400000 True   False  True  \WINDOWS\system32\ctfmon.exe
    1664 ctfmon.exe           0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
    1664 ctfmon.exe           0x77be0000 True   True   True  \WINDOWS\system32\msacm32.dll
    1664 ctfmon.exe           0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
    1664 ctfmon.exe           0x5ad70000 True   True   True  \WINDOWS\system32\uxtheme.dll
    1664 ctfmon.exe           0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
    1664 ctfmon.exe           0x77c00000 True   True   True  \WINDOWS\system32\version.dll
    1664 ctfmon.exe           0x76b40000 True   True   True  \WINDOWS\system32\winmm.dll
    1664 ctfmon.exe           0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
    1664 ctfmon.exe           0x6f880000 True   True   True  \WINDOWS\AppPatch\AcGenral.dll
    1664 ctfmon.exe           0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
    1664 ctfmon.exe           0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
    1664 ctfmon.exe           0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
    1664 ctfmon.exe           0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
    1664 ctfmon.exe           0x77120000 True   True   True  \WINDOWS\system32\oleaut32.dll
    1664 ctfmon.exe           0x74720000 True   True   True  \WINDOWS\system32\MSCTF.dll
    1664 ctfmon.exe           0x5cb70000 True   True   True  \WINDOWS\system32\shimeng.dll
    1664 ctfmon.exe           0x76390000 True   True   True  \WINDOWS\system32\imm32.dll
    1664 ctfmon.exe           0x5fc10000 True   True   True  \WINDOWS\system32\msutb.dll
    1664 ctfmon.exe           0x769c0000 True   True   True  \WINDOWS\system32\userenv.dll
    1664 ctfmon.exe           0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
    1664 ctfmon.exe           0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
    1664 ctfmon.exe           0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
    1664 ctfmon.exe           0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
    1664 ctfmon.exe           0x755c0000 True   True   True  \WINDOWS\system32\MSCTFIME.IME
     824 msmsgs.exe           0x01000000 True   False  True  \Program Files\Messenger\msmsgs.exe
     824 msmsgs.exe           0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
     824 msmsgs.exe           0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
     824 msmsgs.exe           0x10000000 True   True   True  \WINDOWS\system32\xpob2res.dll
     824 msmsgs.exe           0x74720000 True   True   True  \WINDOWS\system32\MSCTF.dll
     824 msmsgs.exe           0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
     824 msmsgs.exe           0x754a0000 True   True   True  \Program Files\Messenger\msgsc.dll
     824 msmsgs.exe           0x77120000 True   True   True  \WINDOWS\system32\oleaut32.dll
     824 msmsgs.exe           0x7e720000 True   True   True  \WINDOWS\system32\sxs.dll
     824 msmsgs.exe           0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
     824 msmsgs.exe           0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
     824 msmsgs.exe           0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
     824 msmsgs.exe           0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
     824 msmsgs.exe           0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
     824 msmsgs.exe           0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
     824 msmsgs.exe           0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
    2092 soffice.exe          0x00400000 True   False  True  \Program Files\OpenOffice.org 3\program\soffice.exe
    2092 soffice.exe          0x7c900000 True   True   True  \WINDOWS\system32\ntdll.dll
    2092 soffice.exe          0x77f10000 True   True   True  \WINDOWS\system32\gdi32.dll
    2092 soffice.exe          0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
    2092 soffice.exe          0x77f60000 True   True   True  \WINDOWS\system32\shlwapi.dll
    2092 soffice.exe          0x77e70000 True   True   True  \WINDOWS\system32\rpcrt4.dll
    2092 soffice.exe          0x76390000 True   True   True  \WINDOWS\system32\imm32.dll
    2092 soffice.exe          0x7c9c0000 True   True   True  \WINDOWS\system32\shell32.dll
    2092 soffice.exe          0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
    2092 soffice.exe          0x5d090000 True   True   True  \WINDOWS\system32\comctl32.dll
    2092 soffice.exe          0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
    2092 soffice.exe          0x78520000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.21022.8_x-ww_d08d0375\msvcr90.dll
    2092 soffice.exe          0x7c800000 True   True   True  \WINDOWS\system32\kernel32.dll
    2092 soffice.exe          0x77c10000 True   True   True  \WINDOWS\system32\msvcrt.dll
    2092 soffice.exe          0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
    2132 soffice.bin          0x00400000 True   False  True  \Program Files\OpenOffice.org 3\program\soffice.bin
    2132 soffice.bin          0x05dd0000 True   True   True  \WINDOWS\system32\xpsp2res.dll
    2132 soffice.bin          0x7c340000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\msvcr71.dll
    2132 soffice.bin          0x62300000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\ldapbe2.uno.dll
    2132 soffice.bin          0x76f60000 True   True   True  \WINDOWS\system32\wldap32.dll
    2132 soffice.bin          0x5b190000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\xstor.dll
    2132 soffice.bin          0x677a0000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\behelper.uno.dll
    2132 soffice.bin          0x77fe0000 True   True   True  \WINDOWS\system32\secur32.dll
    2132 soffice.bin          0x615f0000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\oleautobridge.uno.dll
    2132 soffice.bin          0x77c00000 True   True   True  \WINDOWS\system32\version.dll
    2132 soffice.bin          0x74d90000 True   True   True  \WINDOWS\system32\usp10.dll
    2132 soffice.bin          0x10000000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\nsldap32v50.dll
    2132 soffice.bin          0x5f820000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\scmi.dll
    2132 soffice.bin          0x773d0000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.5512_x-ww_35d4ce83\comctl32.dll
    2132 soffice.bin          0x63a50000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\fwkmi.dll
    2132 soffice.bin          0x5c290000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\updatefeed.uno.dll
    2132 soffice.bin          0x71ad0000 True   True   True  \WINDOWS\system32\wsock32.dll
    2132 soffice.bin          0x600e0000 True   True   True  \Program Files\OpenOffice.org 3\URE\bin\salhelper3MSC.dll
    2132 soffice.bin          0x636f0000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\i18nisolang1MSC.dll
    2132 soffice.bin          0x5e2e0000 True   True   True  \Program Files\OpenOffice.org 3\URE\bin\store3.dll
    2132 soffice.bin          0x73000000 True   True   True  \WINDOWS\system32\winspool.drv
    2132 soffice.bin          0x5e310000 True   True   True  \Program Files\OpenOffice.org 3\URE\bin\stocservices.uno.dll
    2132 soffice.bin          0x77920000 True   True   True  \WINDOWS\system32\setupapi.dll
    2132 soffice.bin          0x63540000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\i18nutilMSC.dll
    2132 soffice.bin          0x63d80000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\ftransl.dll
    2132 soffice.bin          0x76390000 True   True   True  \WINDOWS\system32\imm32.dll
    2132 soffice.bin          0x76fb0000 True   True   True  \WINDOWS\system32\winrnr.dll
    2132 soffice.bin          0x755c0000 True   True   True  \WINDOWS\system32\MSCTFIME.IME
    2132 soffice.bin          0x77dd0000 True   True   True  \WINDOWS\system32\advapi32.dll
    2132 soffice.bin          0x55e00000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\scfiltmi.dll
    2132 soffice.bin          0x7e410000 True   True   True  \WINDOWS\system32\user32.dll
    2132 soffice.bin          0x61c10000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\localedata_es.dll
    2132 soffice.bin          0x63a20000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\fwlmi.dll
    2132 soffice.bin          0x4ec50000 True   True   True  \WINDOWS\WinSxS\x86_Microsoft.Windows.GdiPlus_6595b64144ccf1df_1.0.6001.22319_x-ww_f0b4c2df\GdiPlus.dll
    2132 soffice.bin          0x76f20000 True   True   True  \WINDOWS\system32\dnsapi.dll
    2132 soffice.bin          0x58490000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\saxmi.dll
    2132 soffice.bin          0x63820000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\helplinkermi.dll
    2132 soffice.bin          0x61aa0000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\localedata_others.dll
    2132 soffice.bin          0x5b6c0000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\xcrmi.dll
    2132 soffice.bin          0x5acd0000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\formi.dll
    2132 soffice.bin          0x5c2e0000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\unoxmlmi.dll
    2132 soffice.bin          0x5ff00000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\scdmi.dll
    2132 soffice.bin          0x71b20000 True   True   True  \WINDOWS\system32\mpr.dll
    2132 soffice.bin          0x65740000 True   True   True  \Program Files\OpenOffice.org 3\URE\bin\cppu3.dll
    2132 soffice.bin          0x62360000 True   True   True  \Program Files\OpenOffice.org 3\URE\bin\jvmaccess3MSC.dll
    2132 soffice.bin          0x77b40000 True   True   True  \WINDOWS\system32\apphelp.dll
    2132 soffice.bin          0x661b0000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\canvastoolsmi.dll
    2132 soffice.bin          0x63dd0000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\frmmi.dll
    2132 soffice.bin          0x656c0000 True   True   True  \Program Files\OpenOffice.org 3\URE\bin\cppuhelper3MSC.dll
    2132 soffice.bin          0x64000000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\fpicker.uno.dll
    2132 soffice.bin          0x573a0000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\tkmi.dll
    2132 soffice.bin          0x5bc20000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\vos3MSC.dll
    2132 soffice.bin          0x67ca0000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\avmediami.dll
    2132 soffice.bin          0x572b0000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\uuimi.dll
    2132 soffice.bin          0x774e0000 True   True   True  \WINDOWS\system32\ole32.dll
    2132 soffice.bin          0x59100000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\basegfxmi.dll
    2132 soffice.bin          0x63710000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\hyphenmi.dll
    2132 soffice.bin          0x5af50000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\lngmi.dll
    2132 soffice.bin          0x58560000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\ooxmi.dll
    2132 soffice.bin          0x5cb70000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\sysmgr1.uno.dll
    2132 soffice.bin          0x58180000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\sfxmi.dll
    2132 soffice.bin          0x56790000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\xomi.dll
    2132 soffice.bin          0x63da0000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\fsstorage.uno.dll
    2132 soffice.bin          0x763b0000 True   True   True  \WINDOWS\system32\comdlg32.dll
    2132 soffice.bin          0x5ac90000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\foruimi.dll
    2132 soffice.bin          0x769c0000 True   True   True  \WINDOWS\system32\userenv.dll
    2132 soffice.bin          0x3dfd0000 True   True   True  \WINDOWS\system32\iertutil.dll
    2132 soffice.bin          0x5e5e0000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\spellmi.dll
    2132 soffice.bin          0x5c0e0000 True   True   True  \Program Files\OpenOffice.org 3\URE\bin\uwinapi.dll
    2132 soffice.bin          0x76bf0000 True   True   True  \WINDOWS\system32\psapi.dll
    2132 soffice.bin          0x60810000 True   True   True  \Program Files\OpenOffice.org 3\URE\bin\reflection.uno.dll
    2132 soffice.bin          0x62330000 True   True   True  \Program Files\OpenOffice.org 3\URE\bin\jvmfwk3.dll
    2132 soffice.bin          0x77050000 True   True   True  \WINDOWS\system32\comres.dll
    2132 soffice.bin          0x61c70000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\localebe1.uno.dll
    2132 soffice.bin          0x624b0000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\jmi_g.dll
    2132 soffice.bin          0x60ac0000 True   True   True  \Program Files\OpenOffice.org 3\URE\bin\purpenvhelper3MSC.dll
    2132 soffice.bin          0x5e6e0000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\sofficeapp.dll
    2132 soffice.bin          0x57300000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\tlmi.dll
    2132 soffice.bin          0x5ff20000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\sbmi.dll
    2132 soffice.bin          0x76b40000 True   True   True  \WINDOWS\system32\winmm.dll
    2132 soffice.bin          0x57e60000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\svtmi.dll
    2132 soffice.bin          0x62760000 True   True   True  \Program Files\OpenOffice.org 3\URE\bin\introspection.uno.dll
    2132 soffice.bin          0x62290000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\libcurl.dll
    2132 soffice.bin          0x67d70000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\aggmi.dll
    2132 soffice.bin          0x66380000 True   True   True  \Program Files\OpenOffice.org 3\URE\bin\bootstrap.uno.dll
    2132 soffice.bin          0x76990000 True   True   True  \WINDOWS\system32\ntshrui.dll
    2132 soffice.bin          0x635b0000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\i18npool.uno.dll
    2132 soffice.bin          0x59bc0000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\icuuc40.dll
    2132 soffice.bin          0x607e0000 True   True   True  \Program Files\OpenOffice.org 3\URE\bin\reg3.dll
    2132 soffice.bin          0x5c2c0000 True   True   True  \Program Files\OpenOffice.org 3\URE\bin\unsafe_uno_uno.dll
    2132 soffice.bin          0x5c630000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\ucbhelper4MSC.dll
    2132 soffice.bin          0x61c40000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\localedata_en.dll
    2132 soffice.bin          0x5c250000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\updchk.uno.dll
    2132 soffice.bin          0x5b860000 True   True   True  \WINDOWS\system32\netapi32.dll
    2132 soffice.bin          0x61e70000 True   True   True  \Program Files\OpenOffice.org 3\Basis\program\libxslt.dll
    2132 soffice.bin          0x09480000 False  False  False \WINDOWS\system32\en-US\ieframe.dll.mui
